model_name,severity_group,n,accuracy,mean_p_ad,false_positive,false_negative
late__svc__linear,middle,14,0.7142857142857143,0.5207373821823619,0,4
late__svc__poly2,AD_high_MMSE,8,0.75,0.465440904045783,0,2
late__svc__poly2,control,36,0.25,0.466524368398349,27,0
late__svc__poly2,early,6,1.0,0.5677652414385622,0,0
late__svc__poly2,late,7,1.0,0.5728912049594791,0,0
late__svc__poly2,middle,14,0.7142857142857143,0.48850191580698704,0,4
late__svc__poly3,AD_high_MMSE,8,0.75,0.4909233060492023,0,2
late__svc__poly3,control,36,0.25,0.48560974184768857,27,0
late__svc__poly3,early,6,1.0,0.5638376888912474,0,0
late__svc__poly3,late,7,1.0,0.5672695844345934,0,0
late__svc__poly3,middle,14,0.7857142857142857,0.49603796594212335,0,3
late__svc__rbf,AD_high_MMSE,8,0.75,0.5073372365418682,0,2
late__svc__rbf,control,36,0.25,0.5111729655635653,27,0
late__svc__rbf,early,6,1.0,0.5577882792096138,0,0
late__svc__rbf,late,7,1.0,0.5693395401677529,0,0
late__svc__rbf,middle,14,0.7857142857142857,0.5128785618921528,0,3
late__svc__sigmoid,AD_high_MMSE,8,0.125,0.4939866378574013,0,7
late__svc__sigmoid,control,36,0.7777777777777778,0.49929671244475976,8,0
late__svc__sigmoid,early,6,0.5,0.5056513821161296,0,3
late__svc__sigmoid,late,7,0.2857142857142857,0.5117427220772272,0,5
late__svc__sigmoid,middle,14,0.2857142857142857,0.5080356297864482,0,10
middle__lr__elasticnet,AD_high_MMSE,8,0.875,0.770487335766057,0,1
middle__lr__elasticnet,control,36,0.5833333333333334,0.49313817562656465,15,0
middle__lr__elasticnet,early,6,0.8333333333333334,0.7088113766592586,0,1
middle__lr__elasticnet,late,7,0.8571428571428571,0.8328230546451136,0,1
middle__lr__elasticnet,middle,14,0.8571428571428571,0.7237469071537369,0,2
middle__lr__l1,AD_high_MMSE,8,0.75,0.8391248162937512,0,2
middle__lr__l1,control,36,0.5277777777777778,0.46176456208886774,17,0
middle__lr__l1,early,6,0.8333333333333334,0.7908654309856912,0,1
middle__lr__l1,late,7,0.8571428571428571,0.8940469489280236,0,1
middle__lr__l1,middle,14,0.7142857142857143,0.7633803497553632,0,4
middle__lr__l2,AD_high_MMSE,8,0.75,0.7870040348784316,0,2
middle__lr__l2,control,36,0.6666666666666666,0.3952265624739358,12,0
middle__lr__l2,early,6,0.8333333333333334,0.7892699215520705,0,1
middle__lr__l2,late,7,0.8571428571428571,0.8765936114977926,0,1
middle__lr__l2,middle,14,0.8571428571428571,0.751922482091628,0,2
middle__svc__linear,AD_high_MMSE,8,0.875,0.8742066221232576,0,1
middle__svc__linear,control,36,0.5,0.48241368225876424,18,0
middle__svc__linear,early,6,0.8333333333333334,0.7986655703140002,0,1
middle__svc__linear,late,7,0.8571428571428571,0.8992427241931443,0,1
middle__svc__linear,middle,14,0.8571428571428571,0.762729989857533,0,2
middle__svc__poly2,AD_high_MMSE,8,1.0,0.8357287534156081,0,0
middle__svc__poly2,control,36,0.6111111111111112,0.43127183282923465,14,0
middle__svc__poly2,early,6,0.8333333333333334,0.7796577833175252,0,1
middle__svc__poly2,late,7,0.8571428571428571,0.9105017442225805,0,1
middle__svc__poly2,middle,14,0.9285714285714286,0.8081988449719384,0,1
middle__svc__poly3,AD_high_MMSE,8,0.875,0.8093784491940587,0,1
middle__svc__poly3,control,36,0.7222222222222222,0.4020173742082809,10,0
middle__svc__poly3,early,6,0.8333333333333334,0.7375124755066859,0,1
middle__svc__poly3,late,7,0.8571428571428571,0.9061441475113259,0,1
middle__svc__poly3,middle,14,0.9285714285714286,0.8162114813420532,0,1
middle__svc__rbf,AD_high_MMSE,8,0.875,0.7795023676477422,0,1
middle__svc__rbf,control,36,0.6944444444444444,0.4067908852821929,11,0
middle__svc__rbf,early,6,0.8333333333333334,0.7208901209310666,0,1
middle__svc__rbf,late,7,1.0,0.9168275631236718,0,0
middle__svc__rbf,middle,14,0.8571428571428571,0.7721475284443942,0,2
middle__svc__sigmoid,AD_high_MMSE,8,0.875,0.8093825233732286,0,1
middle__svc__sigmoid,control,36,0.5277777777777778,0.47911155248179504,17,0
middle__svc__sigmoid,early,6,0.8333333333333334,0.8043774936594441,0,1
middle__svc__sigmoid,late,7,0.8571428571428571,0.8788110507837807,0,1
middle__svc__sigmoid,middle,14,0.9285714285714286,0.7418093660768604,0,1
middle_late__lr__elasticnet,AD_high_MMSE,8,0.75,0.7693025366752736,0,2
middle_late__lr__elasticnet,control,36,0.5555555555555556,0.42798486188111196,16,0
middle_late__lr__elasticnet,early,6,0.8333333333333334,0.7963916034958559,0,1
middle_late__lr__elasticnet,late,7,0.8571428571428571,0.9156515181588107,0,1
middle_late__lr__elasticnet,middle,14,0.7857142857142857,0.7632994166860839,0,3
middle_late__lr__l1,AD_high_MMSE,8,0.75,0.8371308364414376,0,2
middle_late__lr__l1,control,36,0.5555555555555556,0.4617324465152017,16,0
middle_late__lr__l1,early,6,0.8333333333333334,0.8007830515728328,0,1
middle_late__lr__l1,late,7,0.8571428571428571,0.9003983751652351,0,1
middle_late__lr__l1,middle,14,0.7857142857142857,0.7630937079841867,0,3
middle_late__lr__l2,AD_high_MMSE,8,0.75,0.7801694759644924,0,2
middle_late__lr__l2,control,36,0.6944444444444444,0.3705177305479781,11,0
middle_late__lr__l2,early,6,0.8333333333333334,0.8196915328502173,0,1
middle_late__lr__l2,late,7,0.8571428571428571,0.8742962492704291,0,1
middle_late__lr__l2,middle,14,0.8571428571428571,0.7710583269692541,0,2
middle_late__svc__linear,AD_high_MMSE,8,0.875,0.8513641744784907,0,1
middle_late__svc__linear,control,36,0.5555555555555556,0.4596633634799324,16,0
middle_late__svc__linear,early,6,0.8333333333333334,0.7975920759798586,0,1
middle_late__svc__linear,late,7,0.8571428571428571,0.8917010125871722,0,1
middle_late__svc__linear,middle,14,0.9285714285714286,0.7606117909003515,0,1
middle_late__svc__poly2,AD_high_MMSE,8,0.875,0.8089029736677733,0,1
middle_late__svc__poly2,control,36,0.6944444444444444,0.4069477939822578,11,0
middle_late__svc__poly2,early,6,0.8333333333333334,0.7867356430633422,0,1
middle_late__svc__poly2,late,7,0.8571428571428571,0.8970272557583175,0,1
middle_late__svc__poly2,middle,14,0.8571428571428571,0.8012436234019246,0,2
middle_late__svc__poly3,AD_high_MMSE,8,0.875,0.78863074423045,0,1
middle_late__svc__poly3,control,36,0.6666666666666666,0.3888051341874942,12,0
middle_late__svc__poly3,early,6,0.8333333333333334,0.7420680285470573,0,1
middle_late__svc__poly3,late,7,0.8571428571428571,0.9045229685699393,0,1
middle_late__svc__poly3,middle,14,0.9285714285714286,0.812834760654641,0,1
middle_late__svc__rbf,AD_high_MMSE,8,0.875,0.7708752394486548,0,1
middle_late__svc__rbf,control,36,0.6666666666666666,0.39888138223701686,12,0
middle_late__svc__rbf,early,6,0.8333333333333334,0.7205439749944218,0,1
middle_late__svc__rbf,late,7,1.0,0.9171798265767411,0,0
middle_late__svc__rbf,middle,14,0.8571428571428571,0.7657194544378324,0,2
middle_late__svc__sigmoid,AD_high_MMSE,8,0.875,0.8057424137090626,0,1
middle_late__svc__sigmoid,control,36,0.5277777777777778,0.47618538302942093,17,0
middle_late__svc__sigmoid,early,6,0.8333333333333334,0.8048399872167115,0,1
middle_late__svc__sigmoid,late,7,0.8571428571428571,0.8882787725825594,0,1
middle_late__svc__sigmoid,middle,14,0.8571428571428571,0.7421553858057143,0,2
middle_late_scale__lr__elasticnet,AD_high_MMSE,8,0.75,0.7547189226770508,0,2
middle_late_scale__lr__elasticnet,control,36,0.5833333333333334,0.4080137547463364,15,0
middle_late_scale__lr__elasticnet,early,6,0.8333333333333334,0.8056106857005325,0,1
middle_late_scale__lr__elasticnet,late,7,0.8571428571428571,0.9014442868014118,0,1
middle_late_scale__lr__elasticnet,middle,14,0.7857142857142857,0.7790701025202571,0,3
middle_late_scale__lr__l1,AD_high_MMSE,8,0.875,0.8563901699149822,0,1
middle_late_scale__lr__l1,control,36,0.5555555555555556,0.44900683563893573,16,0
middle_late_scale__lr__l1,early,6,0.8333333333333334,0.814326233803964,0,1
middle_late_scale__lr__l1,late,7,0.8571428571428571,0.8898370723247504,0,1
middle_late_scale__lr__l1,middle,14,0.7857142857142857,0.7715801291798126,0,3
middle_late_scale__lr__l2,AD_high_MMSE,8,0.875,0.7945961607306532,0,1
middle_late_scale__lr__l2,control,36,0.6666666666666666,0.34098542007206134,12,0
middle_late_scale__lr__l2,early,6,0.8333333333333334,0.8230855597818015,0,1
middle_late_scale__lr__l2,late,7,0.8571428571428571,0.8840363059389927,0,1
middle_late_scale__lr__l2,middle,14,0.8571428571428571,0.7919675824080129,0,2
middle_late_scale__svc__linear,AD_high_MMSE,8,1.0,0.829910927895637,0,0
middle_late_scale__svc__linear,control,36,0.5833333333333334,0.429015666444526,15,0
middle_late_scale__svc__linear,early,6,0.8333333333333334,0.7948095903900575,0,1
middle_late_scale__svc__linear,late,7,0.8571428571428571,0.890227483486111,0,1
middle_late_scale__svc__linear,middle,14,0.9285714285714286,0.7783817848537761,0,1
middle_late_scale__svc__poly2,AD_high_MMSE,8,0.875,0.8087844408742977,0,1
middle_late_scale__svc__poly2,control,36,0.6388888888888888,0.39645642894283,13,0
middle_late_scale__svc__poly2,early,6,0.8333333333333334,0.7856286492681902,0,1
middle_late_scale__svc__poly2,late,7,0.8571428571428571,0.8924493729272432,0,1
middle_late_scale__svc__poly2,middle,14,0.9285714285714286,0.7730969290474539,0,1
middle_late_scale__svc__poly3,AD_high_MMSE,8,0.875,0.7839206479360356,0,1
middle_late_scale__svc__poly3,control,36,0.6666666666666666,0.3688484702819419,12,0
middle_late_scale__svc__poly3,early,6,0.8333333333333334,0.780774273838499,0,1
middle_late_scale__svc__poly3,late,7,0.8571428571428571,0.8775377091415706,0,1
middle_late_scale__svc__poly3,middle,14,0.8571428571428571,0.7609373250010493,0,2
middle_late_scale__svc__rbf,AD_high_MMSE,8,0.875,0.7437958596034232,0,1
middle_late_scale__svc__rbf,control,36,0.6388888888888888,0.37753695537053933,13,0
middle_late_scale__svc__rbf,early,6,0.8333333333333334,0.7445580456031903,0,1
middle_late_scale__svc__rbf,late,7,0.8571428571428571,0.8773880428497739,0,1
middle_late_scale__svc__rbf,middle,14,0.8571428571428571,0.729711613454631,0,2
middle_late_scale__svc__sigmoid,AD_high_MMSE,8,0.75,0.7105961472564785,0,2
middle_late_scale__svc__sigmoid,control,36,0.6388888888888888,0.3961976381375802,13,0
middle_late_scale__svc__sigmoid,early,6,0.8333333333333334,0.8024744234469138,0,1
middle_late_scale__svc__sigmoid,late,7,1.0,0.9150661431126103,0,0
middle_late_scale__svc__sigmoid,middle,14,0.7142857142857143,0.7130920149390204,0,4
mlp_svc_late_calibrated__lr__l2,AD_high_MMSE,8,0.875,0.7642418252385286,0,1
mlp_svc_late_calibrated__lr__l2,control,36,0.6666666666666666,0.40347662401425544,12,0
mlp_svc_late_calibrated__lr__l2,early,6,0.8333333333333334,0.7639220877625927,0,1
mlp_svc_late_calibrated__lr__l2,late,7,1.0,0.8633224879576685,0,0
mlp_svc_late_calibrated__lr__l2,middle,14,0.8571428571428571,0.757105246902524,0,2
sequential_interactions__lr__elasticnet,AD_high_MMSE,8,0.375,0.5601309744973283,0,5
sequential_interactions__lr__elasticnet,control,36,0.6666666666666666,0.3669101639315316,12,0
sequential_interactions__lr__elasticnet,early,6,0.6666666666666666,0.717688194156561,0,2
sequential_interactions__lr__elasticnet,late,7,1.0,0.8503684073864975,0,0
sequential_interactions__lr__elasticnet,middle,14,0.6428571428571429,0.6810597435414775,0,5
sequential_interactions__lr__l1,AD_high_MMSE,8,0.375,0.5208399011964776,0,5
sequential_interactions__lr__l1,control,36,0.7222222222222222,0.35998042946626496,10,0
sequential_interactions__lr__l1,early,6,0.5,0.6702961235075438,0,3
sequential_interactions__lr__l1,late,7,0.7142857142857143,0.6296781060155655,0,2
sequential_interactions__lr__l1,middle,14,0.42857142857142855,0.5407368220319987,0,8
sequential_interactions__lr__l2,AD_high_MMSE,8,0.5,0.5677034494151101,0,4
sequential_interactions__lr__l2,control,36,0.6944444444444444,0.3809284177907607,11,0
sequential_interactions__lr__l2,early,6,0.6666666666666666,0.6804830206924031,0,2
sequential_interactions__lr__l2,late,7,1.0,0.7862471823468867,0,0
sequential_interactions__lr__l2,middle,14,0.6428571428571429,0.6423230353403617,0,5
sequential_interactions__svc__linear,AD_high_MMSE,8,0.5,0.5560547601434983,0,4
sequential_interactions__svc__linear,control,36,0.6944444444444444,0.4613146223536479,11,0
sequential_interactions__svc__linear,early,6,0.6666666666666666,0.5922856494322256,0,2
sequential_interactions__svc__linear,late,7,0.8571428571428571,0.6884113340008027,0,1
sequential_interactions__svc__linear,middle,14,0.6428571428571429,0.6176949020850335,0,5
sequential_interactions__svc__poly2,AD_high_MMSE,8,0.375,0.521507978163534,0,5
sequential_interactions__svc__poly2,control,36,0.7222222222222222,0.44379216761561935,10,0
sequential_interactions__svc__poly2,early,6,0.6666666666666666,0.5459807653841607,0,2
sequential_interactions__svc__poly2,late,7,0.5714285714285714,0.6022997502291868,0,3
sequential_interactions__svc__poly2,middle,14,0.5,0.5221242026514057,0,7
sequential_interactions__svc__poly3,AD_high_MMSE,8,0.5,0.5339071326945195,0,4
sequential_interactions__svc__poly3,control,36,0.75,0.43738627155373094,9,0
sequential_interactions__svc__poly3,early,6,0.8333333333333334,0.6187612808276374,0,1
sequential_interactions__svc__poly3,late,7,0.7142857142857143,0.6217697564212524,0,2
sequential_interactions__svc__poly3,middle,14,0.35714285714285715,0.5352939712119168,0,9
sequential_interactions__svc__rbf,AD_high_MMSE,8,0.5,0.5002204915296492,0,4
sequential_interactions__svc__rbf,control,36,0.6388888888888888,0.45120840374214244,13,0
sequential_interactions__svc__rbf,early,6,0.8333333333333334,0.5529675065524632,0,1
sequential_interactions__svc__rbf,late,7,0.8571428571428571,0.587537807114231,0,1
sequential_interactions__svc__rbf,middle,14,0.5,0.4964122520824264,0,7
sequential_interactions__svc__sigmoid,AD_high_MMSE,8,0.875,0.5499537474894926,0,1
sequential_interactions__svc__sigmoid,control,36,0.4444444444444444,0.484278710757854,20,0
sequential_interactions__svc__sigmoid,early,6,1.0,0.5950991167263792,0,0
sequential_interactions__svc__sigmoid,late,7,0.8571428571428571,0.5930122442307135,0,1
sequential_interactions__svc__sigmoid,middle,14,0.7857142857142857,0.5541242773507147,0,3
stage_activation_summary__lr__elasticnet,AD_high_MMSE,8,0.75,0.5407542746013027,0,2
stage_activation_summary__lr__elasticnet,control,36,0.4166666666666667,0.5356015530706322,21,0
stage_activation_summary__lr__elasticnet,early,6,0.5,0.5440246357195306,0,3
stage_activation_summary__lr__elasticnet,late,7,0.5714285714285714,0.5565392985911679,0,3
stage_activation_summary__lr__elasticnet,middle,14,0.5,0.5470764280597814,0,7
stage_activation_summary__lr__l1,AD_high_MMSE,8,0.5,0.5117384524757546,0,4
stage_activation_summary__lr__l1,control,36,0.5555555555555556,0.5088566945762728,16,0
stage_activation_summary__lr__l1,early,6,0.5,0.514172688336422,0,3
stage_activation_summary__lr__l1,late,7,0.5714285714285714,0.5236535514122304,0,3
stage_activation_summary__lr__l1,middle,14,0.5,0.5176204589525103,0,7
stage_activation_summary__lr__l2,AD_high_MMSE,8,0.75,0.5291714188865929,0,2
stage_activation_summary__lr__l2,control,36,0.4722222222222222,0.5218615075558651,19,0
stage_activation_summary__lr__l2,early,6,0.5,0.5341756706829708,0,3
stage_activation_summary__lr__l2,late,7,0.5714285714285714,0.540887038512206,0,3
stage_activation_summary__lr__l2,middle,14,0.5,0.5314150770901148,0,7
stage_activation_summary__svc__linear,AD_high_MMSE,8,0.75,0.5476207687224274,0,2
stage_activation_summary__svc__linear,control,36,0.4722222222222222,0.5364792438605565,19,0
stage_activation_summary__svc__linear,early,6,0.5,0.555983902703444,0,3
stage_activation_summary__svc__linear,late,7,0.7142857142857143,0.5720397946771827,0,2
stage_activation_summary__svc__linear,middle,14,0.5,0.5493347602632181,0,7
stage_activation_summary__svc__poly2,AD_high_MMSE,8,0.625,0.5148754547506261,0,3
stage_activation_summary__svc__poly2,control,36,0.3055555555555556,0.5277285248324157,25,0
stage_activation_summary__svc__poly2,early,6,0.6666666666666666,0.5317589485369142,0,2
stage_activation_summary__svc__poly2,late,7,0.7142857142857143,0.5799270382220563,0,2
stage_activation_summary__svc__poly2,middle,14,0.6428571428571429,0.5422423454382154,0,5
stage_activation_summary__svc__poly3,AD_high_MMSE,8,0.75,0.5427993234318659,0,2
stage_activation_summary__svc__poly3,control,36,0.3333333333333333,0.5241387863630692,24,0
stage_activation_summary__svc__poly3,early,6,0.6666666666666666,0.531470885494593,0,2
stage_activation_summary__svc__poly3,late,7,0.7142857142857143,0.5719564075254583,0,2
stage_activation_summary__svc__poly3,middle,14,0.6428571428571429,0.5435949510081781,0,5
stage_activation_summary__svc__rbf,AD_high_MMSE,8,0.75,0.5451618189985996,0,2
stage_activation_summary__svc__rbf,control,36,0.3333333333333333,0.5212225115708965,24,0
stage_activation_summary__svc__rbf,early,6,0.6666666666666666,0.5237577858079324,0,2
stage_activation_summary__svc__rbf,late,7,0.7142857142857143,0.5579209697176528,0,2
stage_activation_summary__svc__rbf,middle,14,0.5714285714285714,0.5301506815526251,0,6
stage_activation_summary__svc__sigmoid,AD_high_MMSE,8,0.5,0.5383133263710512,0,4
stage_activation_summary__svc__sigmoid,control,36,0.5,0.5303860943147369,18,0
stage_activation_summary__svc__sigmoid,early,6,0.3333333333333333,0.5566794364777051,0,4
stage_activation_summary__svc__sigmoid,late,7,0.5714285714285714,0.6206831231440424,0,3
stage_activation_summary__svc__sigmoid,middle,14,0.5714285714285714,0.53470237725172,0,6
stage_score_early_late__lr__l2,AD_high_MMSE,8,0.625,0.5133211992719902,0,3
stage_score_early_late__lr__l2,control,36,0.6944444444444444,0.38884252916099893,11,0
stage_score_early_late__lr__l2,early,6,0.6666666666666666,0.5390854932483121,0,2
stage_score_early_late__lr__l2,late,7,0.8571428571428571,0.7236363528965899,0,1
stage_score_early_late__lr__l2,middle,14,0.6428571428571429,0.5837500257705155,0,5
stage_score_early_middle__lr__l2,AD_high_MMSE,8,0.875,0.7074292717820789,0,1
stage_score_early_middle__lr__l2,control,36,0.6666666666666666,0.3956185511426563,12,0
stage_score_early_middle__lr__l2,early,6,0.8333333333333334,0.7482943689455751,0,1
stage_score_early_middle__lr__l2,late,7,0.8571428571428571,0.8417771988143896,0,1
stage_score_early_middle__lr__l2,middle,14,0.8571428571428571,0.7398674946062886,0,2
stage_score_middle_late__lr__l2,AD_high_MMSE,8,0.75,0.7979413458124904,0,2
stage_score_middle_late__lr__l2,control,36,0.6388888888888888,0.43340274748671226,13,0
stage_score_middle_late__lr__l2,early,6,0.8333333333333334,0.8109232814366175,0,1
stage_score_middle_late__lr__l2,late,7,0.8571428571428571,0.859382170507388,0,1
stage_score_middle_late__lr__l2,middle,14,0.8571428571428571,0.8069831589057547,0,2
stage_score_three_stage__lr__l2,AD_high_MMSE,8,0.75,0.7035753405948759,0,2
stage_score_three_stage__lr__l2,control,36,0.6944444444444444,0.3909648957293352,11,0
stage_score_three_stage__lr__l2,early,6,0.8333333333333334,0.7633826339922128,0,1
stage_score_three_stage__lr__l2,late,7,0.8571428571428571,0.8509666811979077,0,1
stage_score_three_stage__lr__l2,middle,14,0.8571428571428571,0.7456395438186857,0,2
