model_name,group,feature_block,mechanism_consistent,best_cv_score_grid,best_params,fit_seconds,cv_accuracy,cv_balanced_accuracy,cv_sensitivity,cv_specificity,cv_precision,cv_f1,cv_roc_auc,cv_pr_auc,cv_mcc,cv_log_loss,cv_brier,cv_tn,cv_fp,cv_fn,cv_tp,cv_threshold,cv_repeated_oof_available
all_plus_interactions__svc__poly3,three_stage_full_interaction,all_plus_interactions,False,0.8735294117647058,"{""clf__C"": 1.0, ""clf__class_weight"": null, ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",3.79184627532959,0.8674698795180723,0.8671613560308453,0.8735632183908046,0.8607594936708861,0.8735632183908046,0.8735632183908046,0.9519132838643969,0.9576062631441302,0.7343227120616906,0.2780881968669724,0.08898504703330386,68,11,11,76,0.5,True
middle_late_scale__svc__sigmoid,sequential_scale,middle_late_scale,False,0.8680147058823529,"{""clf__C"": 1.0, ""clf__class_weight"": null, ""clf__coef0"": 0.0, ""clf__gamma"": ""scale""}",5.322476863861084,0.8674698795180723,0.8665793685435763,0.8850574712643678,0.8481012658227848,0.8651685393258427,0.875,0.9406372762985596,0.9476925668944568,0.7342277938478918,0.3117061572166092,0.09883449948228609,67,12,10,77,0.5,True
middle_late_scale__lr__l1,sequential_scale,middle_late_scale,False,0.8621323529411764,"{""clf__C"": 1.0, ""clf__class_weight"": null}",2.2545812129974365,0.8614457831325302,0.8625782045686017,0.8390804597701149,0.8860759493670886,0.8902439024390244,0.863905325443787,0.9295795140404483,0.9433901640000957,0.7243663921152793,0.3689390177080834,0.10552878296325664,70,9,14,73,0.5,True
sequential_interactions__svc__poly3,sequential_scale,sequential_interactions,False,0.8680147058823529,"{""clf__C"": 1.0, ""clf__class_weight"": null, ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",2.0176610946655273,0.8614457831325302,0.8619962170813327,0.8505747126436781,0.8734177215189873,0.8809523809523809,0.8654970760233918,0.9423832387603666,0.9463411313277739,0.7232036852258487,0.3045684397547812,0.09663359374953567,69,10,13,74,0.5,True
middle_late_scale__svc__rbf,sequential_scale,middle_late_scale,False,0.8621323529411764,"{""clf__C"": 3.0, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}",6.959723711013794,0.8614457831325302,0.8614142295940637,0.8620689655172413,0.8607594936708861,0.872093023255814,0.8670520231213873,0.9339444201949659,0.941902266747135,0.7224606476414455,0.32297064534763026,0.10381766266172315,68,11,12,75,0.5,True
early_middle__svc__poly3,two_stage_raw,early_middle,False,0.8797794117647058,"{""clf__C"": 1.0, ""clf__class_weight"": null, ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",3.4884402751922607,0.8614457831325302,0.8608322421067947,0.8735632183908046,0.8481012658227848,0.8636363636363636,0.8685714285714285,0.9580969009166304,0.9625722324643358,0.7221374484265971,0.26537478953328625,0.08415536796615967,67,12,11,76,0.5,True
early_middle__svc__rbf,two_stage_raw,early_middle,False,0.8375,"{""clf__C"": 3.0, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}",3.7118630409240723,0.8554216867469879,0.8545031281827441,0.8735632183908046,0.8354430379746836,0.8539325842696629,0.8636363636363636,0.9413647606576458,0.9493696438477235,0.7100400951420475,0.30778208593822504,0.09935140741365885,66,13,11,76,0.5,True
all__svc__poly3,three_stage_raw,all,False,0.8797794117647058,"{""clf__C"": 1.0, ""clf__class_weight"": null, ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",2.27954363822937,0.8554216867469879,0.8545031281827441,0.8735632183908046,0.8354430379746836,0.8539325842696629,0.8636363636363636,0.9576604103011785,0.9620799038162379,0.7100400951420475,0.266492650961066,0.08443052634407953,66,13,11,76,0.5,True
all__svc__rbf,three_stage_raw,all,False,0.84375,"{""clf__C"": 3.0, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}",2.3586559295654297,0.8554216867469879,0.8545031281827441,0.8735632183908046,0.8354430379746836,0.8539325842696629,0.8636363636363636,0.9410737669140113,0.9492354961383712,0.7100400951420475,0.30894334656642203,0.09980057560208912,66,13,11,76,0.5,True
early_middle_scale__svc__poly3,sequential_scale,early_middle_scale,False,0.8738970588235293,"{""clf__C"": 1.0, ""clf__class_weight"": null, ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",2.6060309410095215,0.8554216867469879,0.8545031281827441,0.8735632183908046,0.8354430379746836,0.8539325842696629,0.8636363636363636,0.9544594791211989,0.959792401960259,0.7100400951420475,0.27487109572085283,0.08791967603959318,66,13,11,76,0.5,True
sequential_interactions__lr__elasticnet,sequential_scale,sequential_interactions,False,0.85625,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__l1_ratio"": 0.5}",135.37069725990295,0.8554216867469879,0.8545031281827441,0.8735632183908046,0.8354430379746836,0.8539325842696629,0.8636363636363636,0.9303069983995345,0.9417810356802783,0.7100400951420475,0.36599824603040537,0.1130683569468486,66,13,11,76,0.5,True
all_plus_interactions__svc__rbf,three_stage_full_interaction,all_plus_interactions,False,0.8319852941176471,"{""clf__C"": 3.0, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}",4.414389371871948,0.8433734939759037,0.8424268878219119,0.8620689655172413,0.8227848101265823,0.8426966292134831,0.8522727272727273,0.9376545904263058,0.9475921579242931,0.685852396436203,0.31466368591484917,0.10236963952404021,65,14,12,75,0.5,True
sequential_interactions__svc__rbf,sequential_scale,sequential_interactions,False,0.8323529411764706,"{""clf__C"": 3.0, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}",2.2714178562164307,0.8313253012048193,0.8320966099228866,0.8160919540229885,0.8481012658227848,0.8554216867469879,0.8352941176470589,0.9300160046558998,0.9421236876111404,0.6634214627574233,0.3332987758604862,0.10865293624906087,67,12,16,71,0.5,True
middle_late__svc__rbf,two_stage_raw,middle_late,False,0.8264705882352941,"{""clf__C"": 3.0, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}",1.9965524673461914,0.8313253012048193,0.8297686599738106,0.8620689655172413,0.7974683544303798,0.8241758241758241,0.8426966292134831,0.9335806780154227,0.9405065626883063,0.6618525085326228,0.3258523317311586,0.10515221555675222,63,16,12,75,0.5,True
middle__svc__rbf,single_stage_middle_moderate,middle,False,0.8264705882352941,"{""clf__C"": 3.0, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}",3.032679796218872,0.8253012048192772,0.8240215335370289,0.8505747126436781,0.7974683544303798,0.8222222222222222,0.8361581920903954,0.9343809108104175,0.9409832829114957,0.649604447880267,0.32477249876638725,0.1047695531066515,63,16,13,74,0.5,True
early_middle_scale__svc__rbf,sequential_scale,early_middle_scale,False,0.8319852941176471,"{""clf__C"": 3.0, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}",3.265296459197998,0.8253012048192772,0.8234395460497599,0.8620689655172413,0.7848101265822784,0.8152173913043478,0.8379888268156425,0.9387458169649352,0.9474564821156173,0.6499598246956045,0.31233361690565026,0.10135333007341601,62,17,12,75,0.5,True
sequential_interactions__svc__sigmoid,sequential_scale,sequential_interactions,False,0.8198529411764707,"{""clf__C"": 1.0, ""clf__class_weight"": null, ""clf__coef0"": 0.0, ""clf__gamma"": ""scale""}",1.7890839576721191,0.8192771084337349,0.8188563945875164,0.8275862068965517,0.810126582278481,0.8275862068965517,0.8275862068965517,0.9225956641932199,0.9209872765359699,0.6377127891750327,0.357427878393486,0.11349332701810894,64,15,15,72,0.5,True
early_middle__mlp__small,performance_anchor,early_middle,False,0.7834558823529412,"{""clf__alpha"": 0.001, ""clf__hidden_layer_sizes"": [32], ""clf__learning_rate_init"": 0.001}",1.480316162109375,0.7831325301204819,0.7855376109413648,0.735632183908046,0.8354430379746836,0.8311688311688312,0.7804878048780488,0.8920413211115961,0.9010009708990472,0.571907936267707,0.4223938138771265,0.1422154090071773,66,13,23,64,0.5,True
early_late__svc__poly3,two_stage_raw,early_late,False,0.7540441176470589,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",0.5846636295318604,0.7831325301204819,0.7797177360686744,0.8505747126436781,0.7088607594936709,0.7628865979381443,0.8043478260869565,0.8323876036665212,0.7988225920109433,0.5669082271848935,0.48360327640356265,0.16068548073803823,56,23,13,74,0.5,True
early__lr__elasticnet,single_stage_early_mild,early,False,0.7779411764705882,"{""clf__C"": 0.03, ""clf__class_weight"": null, ""clf__l1_ratio"": 0.25}",1.0804955959320068,0.7771084337349398,0.7739706096318929,0.8390804597701149,0.7088607594936709,0.7604166666666666,0.7978142076502732,0.8270042194092827,0.7581168367698146,0.5541438365885522,0.531175418395447,0.1739312989313681,56,23,14,73,0.5,True
early__svc__poly3,single_stage_early_mild,early,False,0.7602941176470589,"{""clf__C"": 0.1, ""clf__class_weight"": null, ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",0.5403194427490234,0.7771084337349398,0.7733886221446239,0.8505747126436781,0.6962025316455697,0.7551020408163265,0.8,0.8254037538192929,0.7515440617732582,0.5552852143480487,0.48895023532902293,0.16169650871857225,55,24,13,74,0.5,True
early_late__svc__poly2,two_stage_raw,early_late,False,0.7772058823529411,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",0.5484764575958252,0.7771084337349398,0.7733886221446239,0.8505747126436781,0.6962025316455697,0.7551020408163265,0.8,0.8289684271788157,0.7701377465135404,0.5552852143480487,0.49277805171135985,0.16075247223437314,55,24,13,74,0.5,True
early_late__lr__elasticnet,two_stage_raw,early_late,False,0.7713235294117646,"{""clf__C"": 0.03, ""clf__class_weight"": ""balanced"", ""clf__l1_ratio"": 0.25}",1.237992286682129,0.7710843373493976,0.7699694456569184,0.7931034482758621,0.7468354430379747,0.7752808988764045,0.7840909090909091,0.8256947475629275,0.7631245729969316,0.5407262042011365,0.5331289054510999,0.17554124053735062,59,20,18,69,0.5,True
early__svc__sigmoid,single_stage_early_mild,early,False,0.7779411764705882,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__coef0"": 0.0, ""clf__gamma"": ""scale""}",0.5802667140960693,0.7710843373493976,0.7693874581696494,0.8045977011494253,0.7341772151898734,0.7692307692307693,0.7865168539325843,0.8322421067947039,0.7729096904945908,0.5406661899616815,0.5201060637432781,0.16634042967716112,58,21,17,70,0.5,True
early__svc__poly2,single_stage_early_mild,early,False,0.7775735294117647,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",0.5044357776641846,0.7710843373493976,0.7676414957078423,0.8390804597701149,0.6962025316455697,0.7525773195876289,0.7934782608695652,0.8319511130510694,0.7572138049595946,0.5424331255691088,0.4908153326209551,0.1596465352188698,55,24,14,73,0.5,True
early__lr__l1,single_stage_early_mild,early,False,0.7599264705882354,"{""clf__C"": 0.1, ""clf__class_weight"": null}",0.2731509208679199,0.7590361445783133,0.7584751927833551,0.7701149425287356,0.7468354430379747,0.7701149425287356,0.7701149425287356,0.8003782918667248,0.7461308148135556,0.5169503855667104,0.548009300469098,0.1828123893581198,59,20,20,67,0.5,True
early_late__svc__sigmoid,two_stage_raw,early_late,False,0.7599264705882354,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__coef0"": 0.0, ""clf__gamma"": ""scale""}",0.5686311721801758,0.7590361445783133,0.7584751927833551,0.7701149425287356,0.7468354430379747,0.7701149425287356,0.7701149425287356,0.8268587225374654,0.7588356297507057,0.5169503855667104,0.5254293277453594,0.16909480176370564,59,20,20,67,0.5,True
early__lr__l2,single_stage_early_mild,early,False,0.7595588235294117,"{""clf__C"": 0.03, ""clf__class_weight"": ""balanced""}",7.216494798660278,0.7590361445783133,0.756729230321548,0.8045977011494253,0.7088607594936709,0.7526881720430108,0.7777777777777778,0.8195838789466027,0.7421007561974967,0.5166251948264973,0.5281070004278906,0.1709257378768736,56,23,17,70,0.5,True
early__svc__rbf,single_stage_early_mild,early,False,0.7713235294117646,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}",0.7030956745147705,0.7590361445783133,0.756147242834279,0.8160919540229885,0.6962025316455697,0.7473684210526316,0.7802197802197802,0.8190018914593336,0.7652922408593898,0.5171325518765736,0.5113824036103313,0.1678651284638316,55,24,16,71,0.5,True
early_late__lr__l1,two_stage_raw,early_late,False,0.7536764705882353,"{""clf__C"": 0.1, ""clf__class_weight"": null}",0.22611069679260254,0.7530120481927711,0.7521460788593045,0.7701149425287356,0.7341772151898734,0.7613636363636364,0.7657142857142857,0.797613851302197,0.7472943979460388,0.5046226605335858,0.5498118392366883,0.18373704962348067,58,21,20,67,0.5,True
early_late__svc__rbf,two_stage_raw,early_late,False,0.7536764705882353,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}",0.626286506652832,0.7530120481927711,0.7521460788593045,0.7701149425287356,0.7341772151898734,0.7613636363636364,0.7657142857142857,0.8174741743052524,0.784724640362995,0.5046226605335858,0.5437444850753398,0.1799720869683248,58,21,20,67,0.5,True
stage_score_early_late__lr__l2,stage_score_interaction,all,True,0.7536764705882353,"{""base_C"": 0.03, ""class_weight"": null, ""meta_C"": 1.0}",3.209764003753662,0.7530120481927711,0.7498181289102284,0.8160919540229885,0.6835443037974683,0.7395833333333334,0.7759562841530054,0.8184199039720645,0.7505029060067756,0.5052920697942347,0.5093001881287889,0.1670068793405365,54,25,16,71,0.5,True
early_late__lr__l2,two_stage_raw,early_late,False,0.7474264705882353,"{""clf__C"": 0.03, ""clf__class_weight"": null}",0.20809173583984375,0.7469879518072289,0.7446529899607159,0.7931034482758621,0.6962025316455697,0.7419354838709677,0.7666666666666667,0.8115815509966536,0.7410394999683044,0.49232375466180517,0.5307156714929125,0.1728652229596226,55,24,18,69,0.5,True
stage_activation_summary__svc__rbf,interaction_summary_only,stage_activation_summary,False,0.7477941176470588,"{""clf__C"": 1.0, ""clf__class_weight"": null, ""clf__gamma"": ""scale""}",0.4767441749572754,0.7469879518072289,0.7434890149861778,0.8160919540229885,0.6708860759493671,0.7319587628865979,0.7717391304347826,0.7279935981376401,0.6614361885896755,0.4934829223375393,0.6062372250621755,0.20470920693160546,53,26,16,71,0.5,True
stage_activation_summary__svc__poly2,interaction_summary_only,stage_activation_summary,False,0.7470588235294118,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",0.45052576065063477,0.7469879518072289,0.7423250400116397,0.8390804597701149,0.6455696202531646,0.7227722772277227,0.776595744680851,0.7311945293176196,0.6707202428781869,0.49588856703405315,0.6104317876696554,0.20973052225710984,51,28,14,73,0.5,True
early__svc__linear,single_stage_early_mild,early,False,0.7485294117647059,"{""clf__C"": 3.0, ""clf__class_weight"": null}",1.251039981842041,0.7409638554216867,0.7371599010621271,0.8160919540229885,0.6582278481012658,0.7244897959183674,0.7675675675675676,0.7206460061108685,0.6477280181106827,0.4817003189927192,0.6279478682636106,0.21458466626211486,52,27,16,71,0.5,True
stage_activation_summary__svc__poly3,interaction_summary_only,stage_activation_summary,False,0.7599264705882354,"{""clf__C"": 1.0, ""clf__class_weight"": null, ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",0.5067603588104248,0.7349397590361446,0.7285028371890003,0.8620689655172413,0.5949367088607594,0.7009345794392523,0.7731958762886598,0.722901207624036,0.6518768607483159,0.4768446010162464,0.6381373245511343,0.21911675218200602,47,32,12,75,0.5,True
early_late__svc__linear,two_stage_raw,early_late,False,0.7125,"{""clf__C"": 0.1, ""clf__class_weight"": null}",0.5431175231933594,0.7228915662650602,0.7187545467772443,0.8045977011494253,0.6329113924050633,0.7070707070707071,0.7526881720430108,0.7800087298123091,0.7281300890410625,0.44535389761747185,0.5650218632354551,0.18814030491361622,50,29,17,70,0.5,True
stage_activation_summary__lr__l2,interaction_summary_only,stage_activation_summary,False,0.7110294117647058,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced""}",0.24661922454833984,0.7108433734939759,0.7130801687763713,0.6666666666666666,0.759493670886076,0.7532467532467533,0.7073170731707317,0.7378873854212133,0.6839267799591121,0.42678174403264046,0.6231674470965061,0.21572747062665487,60,19,29,58,0.5,True
stage_activation_summary__lr__l1,interaction_summary_only,stage_activation_summary,False,0.6985294117647058,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced""}",0.21791911125183105,0.6987951807228916,0.699257965953732,0.6896551724137931,0.7088607594936709,0.7228915662650602,0.7058823529411765,0.7272661137785537,0.6701664574789399,0.39805287765445396,0.6225047250137499,0.21474758556064663,56,23,27,60,0.5,True
stage_activation_summary__lr__elasticnet,interaction_summary_only,stage_activation_summary,False,0.6985294117647058,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced"", ""clf__l1_ratio"": 0.25}",0.4512465000152588,0.6987951807228916,0.699257965953732,0.6896551724137931,0.7088607594936709,0.7228915662650602,0.7058823529411765,0.7306125418303506,0.6662617274136767,0.39805287765445396,0.6228520462165996,0.21463619323810468,56,23,27,60,0.5,True
stage_activation_summary__svc__sigmoid,interaction_summary_only,stage_activation_summary,False,0.6992647058823529,"{""clf__C"": 0.1, ""clf__class_weight"": null, ""clf__coef0"": 0.0, ""clf__gamma"": ""scale""}",0.4129819869995117,0.6927710843373494,0.6865269896697221,0.8160919540229885,0.5569620253164557,0.6698113207547169,0.7357512953367875,0.7442892477811727,0.6949653423089872,0.38780757787460896,0.6200269912574697,0.21394981959532475,44,35,16,71,0.5,True
stage_activation_summary__svc__linear,interaction_summary_only,stage_activation_summary,False,0.6933823529411764,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced""}",0.29446911811828613,0.6867469879518072,0.6842717881565547,0.735632183908046,0.6329113924050633,0.6881720430107527,0.7111111111111111,0.7214462389058636,0.6485412734580256,0.3708165538383445,0.6271563595157815,0.21666529763530482,50,29,23,64,0.5,True
late__svc__poly3,single_stage_late_severe,late,False,0.6753676470588236,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",0.4301028251647949,0.6807228915662651,0.6709588243852758,0.8735632183908046,0.46835443037974683,0.6440677966101694,0.7414634146341463,0.6461516077404336,0.5950265528502499,0.3766457471185989,0.6304914986528163,0.2198149511399449,37,42,11,76,0.5,True
late__lr__elasticnet,single_stage_late_severe,late,False,0.6625,"{""clf__C"": 0.03, ""clf__class_weight"": ""balanced"", ""clf__l1_ratio"": 0.5}",0.4642617702484131,0.6626506024096386,0.6595373199476211,0.7241379310344828,0.5949367088607594,0.6631578947368421,0.6923076923076923,0.6820165866433872,0.6330430706676591,0.3220879540656989,0.6683553220791156,0.23764857375977913,47,32,24,63,0.5,True
late__svc__sigmoid,single_stage_late_severe,late,False,0.6503676470588236,"{""clf__C"": 0.1, ""clf__class_weight"": null, ""clf__coef0"": 0.0, ""clf__gamma"": ""scale""}",0.46127748489379883,0.6626506024096386,0.6583733449730831,0.7471264367816092,0.569620253164557,0.6565656565656566,0.6989247311827957,0.6926378582860468,0.6565108560113706,0.3224261506861444,0.6363608032062273,0.22184532250417863,45,34,22,65,0.5,True
late__svc__poly2,single_stage_late_severe,late,False,0.6639705882352941,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced"", ""clf__coef0"": 1.0, ""clf__gamma"": ""scale""}",0.4518129825592041,0.6626506024096386,0.6537174450749309,0.8390804597701149,0.46835443037974683,0.6347826086956522,0.7227722772277227,0.6326931470973374,0.6034614991111904,0.3328068962021415,0.6453323506683862,0.22657701408783293,37,42,14,73,0.5,True
late__svc__rbf,single_stage_late_severe,late,False,0.6757352941176471,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced"", ""clf__gamma"": ""scale""}",0.4609034061431885,0.6626506024096386,0.6496435326640477,0.9195402298850575,0.379746835443038,0.6201550387596899,0.7407407407407407,0.6310199330714389,0.5792059114130879,0.3591413431708811,0.6694938530228052,0.2377077044252572,30,49,7,80,0.5,True
late__lr__l2,single_stage_late_severe,late,False,0.65625,"{""clf__C"": 0.03, ""clf__class_weight"": null}",0.22042608261108398,0.6566265060240963,0.6549541684853776,0.6896551724137931,0.620253164556962,0.6666666666666666,0.6779661016949152,0.6903826567728794,0.6548702046673999,0.31065502334642314,0.6286828689749888,0.21940111857776567,49,30,27,60,0.5,True
late__lr__l1,single_stage_late_severe,late,False,0.64375,"{""clf__C"": 1.0, ""clf__class_weight"": ""balanced""}",0.23006939888000488,0.6445783132530121,0.6463698530481594,0.6091954022988506,0.6835443037974683,0.6794871794871795,0.6424242424242425,0.6746689946166157,0.6572964226133867,0.292931561740789,0.6297289854696856,0.22031171967218036,54,25,34,53,0.5,True
late__svc__linear,single_stage_late_severe,late,False,0.6441176470588236,"{""clf__C"": 0.1, ""clf__class_weight"": ""balanced""}",0.322418212890625,0.6385542168674698,0.6371308016877637,0.6666666666666666,0.6075949367088608,0.651685393258427,0.6590909090909091,0.6948930597992143,0.6819505527222441,0.27466151843684783,0.6282167256384668,0.21917024560174175,48,31,29,58,0.5,True
